No,Year,Month,Day,Minutes,Seconds,Largest Magnitude
4273,2017,3,28,53,30.2,4.2
4274,2017,3,28,27,18.5,3.6
4275,2017,3,27,10,49.0,3.5
4276,2017,3,26,38,2.0,3.8
4277,2017,3,24,19,5.7,4.3
4278,2017,3,24,54,23.6,4.1
4279,2017,3,24,24,0.5,3.7
4280,2017,3,20,39,44.6,4.0
4281,2017,3,20,1,50.8,3.7
4282,2017,3,20,0,17.9,4.2
4283,2017,3,20,21,34.0,3.5
4284,2017,3,19,1,53.2,3.7
4285,2017,3,18,37,38.4,3.8
4286,2017,3,18,42,58.9,3.5
4287,2017,3,15,29,47.3,4.5
4288,2017,3,14,41,42.7,4.1
4289,2017,3,14,30,7.3,3.8
4290,2017,3,14,3,33.1,3.8
4291,2017,3,10,23,42.4,4.2
4292,2017,3,10,42,43.6,3.6
4293,2017,3,9,59,24.3,3.7
4294,2017,3,8,31,25.4,3.7
4295,2017,3,8,9,58.3,4.0
4296,2017,3,8,26,49.7,3.8
4297,2017,3,7,54,34.8,3.7
4298,2017,3,5,26,22.0,3.6
4299,2017,3,4,0,42.4,3.8
4300,2017,3,3,30,39.3,3.8
4301,2017,3,3,51,53.6,3.8
4302,2017,3,3,4,57.7,3.9
4303,2017,3,2,10,54.5,3.8
4304,2017,3,2,3,3.1,4.1
4305,2017,3,2,45,17.8,3.9
4306,2017,3,2,44,11.1,3.5
4307,2017,3,2,55,20.7,3.7
4308,2017,3,2,47,15.3,3.8
4309,2017,3,2,44,13.0,3.9
4310,2017,3,2,24,20.1,4.4
4311,2017,3,2,18,18.1,4.0
4312,2017,3,2,16,56.0,3.7
4313,2017,3,2,7,24.4,5.7
4314,2017,3,2,18,49.7,3.5
4315,2017,3,2,48,40.8,3.9
4316,2017,3,1,5,18.7,3.7
4317,2017,2,28,27,33.4,4.5
4318,2017,2,28,26,40.3,3.5
4319,2017,2,27,52,23.2,4.0
4320,2017,2,26,22,18.9,3.5
4321,2017,2,25,6,3.1,4.5
4322,2017,2,23,55,13.7,4.3
4323,2017,2,22,22,30.1,3.6
4324,2017,2,22,24,21.2,3.5
4325,2017,2,19,19,22.2,3.6
4326,2017,2,19,36,40.8,4.0
4327,2017,2,18,19,24.9,3.6
4328,2017,2,18,26,16.7,3.6
4329,2017,2,17,0,57.3,4.1
4330,2017,2,16,18,59.9,4.5
4331,2017,2,15,28,9.4,3.9
4332,2017,2,15,36,42.2,3.7
4333,2017,2,14,36,57.3,3.6
4334,2017,2,12,58,37.0,3.6
4335,2017,2,12,51,0.2,3.5
4336,2017,2,12,48,15.2,5.2
4337,2017,2,12,14,49.2,4.0
4338,2017,2,11,1,13.6,4.0
4339,2017,2,11,48,0.0,3.5
4340,2017,2,10,15,46.8,3.9
4341,2017,2,10,27,31.2,4.4
4342,2017,2,10,55,25.3,4.8
4343,2017,2,9,13,10.2,4.2
4344,2017,2,8,30,41.0,4.0
4345,2017,2,8,16,13.6,4.1
4346,2017,2,8,38,3.2,4.6
4347,2017,2,7,53,28.9,4.3
4348,2017,2,7,34,59.1,4.2
4349,2017,2,7,0,53.6,4.3
4350,2017,2,7,25,25.2,3.6
4351,2017,2,7,17,8.2,4.5
4352,2017,2,7,15,50.6,4.3
4353,2017,2,7,24,2.9,5.3
4354,2017,2,6,34,49.8,3.9
4355,2017,2,6,22,4.9,4.0
4356,2017,2,6,58,42.9,3.5
4357,2017,2,6,1,59.5,3.6
4358,2017,2,6,28,48.3,3.9
4359,2017,2,6,18,7.4,3.6
4360,2017,2,6,45,0.9,4.5
4361,2017,2,6,3,32.2,3.6
4362,2017,2,6,58,1.2,5.3
4363,2017,2,6,17,28.7,4.2
4364,2017,2,6,51,39.8,5.4
4365,2017,2,5,34,49.3,3.8
4366,2017,2,4,42,42.5,3.9
4367,2017,2,3,33,32.9,3.9
4368,2017,2,3,37,44.5,3.7
4369,2017,2,2,11,45.8,3.8
4370,2017,2,1,21,56.7,3.5
4371,2017,1,30,54,51.8,3.5
4372,2017,1,30,56,16.7,4.1
4373,2017,1,27,51,26.7,4.8
4374,2017,1,27,21,27.5,3.5
4375,2017,1,26,12,7.8,3.6
4376,2017,1,25,50,52.0,5.3
4377,2017,1,25,10,12.0,3.8
4378,2017,1,25,28,27.9,3.5
4379,2017,1,25,19,33.1,4.2
4380,2017,1,21,2,8.7,3.5
4381,2017,1,20,34,43.3,3.5
4382,2017,1,20,52,32.4,4.2
4383,2017,1,20,15,11.3,3.9
4384,2017,1,20,41,49.4,3.9
4385,2017,1,18,48,39.1,3.5
4386,2017,1,16,29,39.0,3.7
4387,2017,1,15,16,36.2,3.7
4388,2017,1,15,38,48.9,3.9
4389,2017,1,15,3,19.5,4.3
4390,2017,1,15,38,18.9,3.8
4391,2017,1,14,38,59.4,4.8
4392,2017,1,14,19,17.9,3.5
4393,2017,1,13,43,30.5,4.2
4394,2017,1,12,14,6.0,3.8
4395,2017,1,8,4,56.9,3.5
4396,2017,1,6,37,27.9,3.5
4397,2017,1,6,45,49.4,3.5
4398,2017,1,5,5,4.8,4.3
4399,2017,1,4,33,39.0,3.5
4400,2017,1,4,26,31.5,3.8
4401,2017,1,4,35,7.1,3.8
4402,2017,1,4,8,38.8,3.7
4403,2017,1,2,24,11.9,3.7
4404,2017,1,2,50,56.7,3.7
4405,2016,12,31,21,9.1,4.1
4406,2016,12,26,36,56.5,4.2
4407,2016,12,26,24,17.2,3.5
4408,2016,12,24,57,6.3,3.6
4409,2016,12,24,0,19.3,4.2
4410,2016,12,23,2,55.3,3.6
4411,2016,12,20,53,42.8,3.5
4412,2016,12,20,3,43.6,5.4
4413,2016,12,20,49,55.7,3.5
4414,2016,12,17,27,56.3,4.0
4415,2016,12,17,36,49.6,4.1
4416,2016,12,16,21,48.8,4.5
4417,2016,12,16,41,23.2,3.7
4418,2016,12,15,41,9.5,3.5
4419,2016,12,15,43,57.5,4.2
4420,2016,12,15,42,13.2,3.5
4421,2016,12,13,54,14.4,3.6
4422,2016,12,13,1,42.2,3.5
4423,2016,12,13,31,59.9,3.9
4424,2016,12,12,42,5.9,4.3
4425,2016,12,3,35,55.9,4.2
4426,2016,12,2,47,25.4,3.6
4427,2016,12,1,50,39.8,3.8
4428,2016,12,1,11,16.0,3.5
4429,2016,11,30,45,50.6,4.0
4430,2016,11,30,23,29.4,4.0
4431,2016,11,26,52,9.4,4.1
4432,2016,11,24,42,42.9,3.9
4433,2016,11,24,40,42.5,4.2
4434,2016,11,23,20,16.4,3.8
4435,2016,11,23,14,34.7,4.8
4436,2016,11,23,3,15.4,4.4
4437,2016,11,23,24,31.3,3.8
4438,2016,11,23,1,29.8,3.8
4439,2016,11,21,20,56.1,3.9
4440,2016,11,20,52,35.7,4.0
4441,2016,11,19,14,28.0,4.2
4442,2016,11,19,58,5.2,3.9
4443,2016,11,15,37,5.4,3.5
4444,2016,11,14,52,49.8,3.9
4445,2016,11,14,44,56.4,3.8
4446,2016,11,14,20,52.0,3.8
4447,2016,11,10,39,41.2,3.5
4448,2016,11,9,54,22.1,3.6
4449,2016,11,8,55,8.4,3.8
4450,2016,11,8,54,35.9,3.9
4451,2016,11,7,38,58.3,3.5
4452,2016,11,6,45,0.8,3.8
4453,2016,11,6,22,46.8,3.8
4454,2016,11,2,52,54.2,4.0
4455,2016,11,2,2,53.4,4.1
4456,2016,11,2,57,42.0,4.7
4457,2016,11,1,58,20.8,4.0
4458,2016,11,1,9,1.2,3.9
4459,2016,10,31,23,30.7,3.8
4460,2016,10,25,52,49.1,3.5
4461,2016,10,25,18,55.8,3.5
4462,2016,10,24,4,47.0,4.1
4463,2016,10,24,43,17.3,3.7
4464,2016,10,23,22,0.1,4.3
4465,2016,10,21,33,39.8,3.7
4466,2016,10,19,18,45.2,4.7
4467,2016,10,19,21,26.9,3.8
4468,2016,10,18,33,31.3,3.8
4469,2016,10,18,22,45.4,4.2
4470,2016,10,17,10,58.5,4.0
4471,2016,10,17,30,30.1,4.7
4472,2016,10,16,11,24.2,3.8
4473,2016,10,15,35,29.4,3.8
4474,2016,10,15,23,23.9,3.8
4475,2016,10,15,3,24.8,3.7
4476,2016,10,15,52,9.3,3.7
4477,2016,10,15,2,28.6,3.7
4478,2016,10,15,51,3.4,4.4
4479,2016,10,15,49,15.2,4.3
4480,2016,10,9,21,0.2,4.0
4481,2016,10,8,2,46.6,3.7
4482,2016,10,8,22,33.8,3.7
4483,2016,10,5,48,50.1,3.5
4484,2016,9,30,9,43.9,3.6
4485,2016,9,28,3,12.5,3.6
4486,2016,9,28,10,6.6,4.2
4487,2016,9,28,19,56.1,3.5
4488,2016,9,27,57,7.5,5.3
4489,2016,9,27,11,13.1,4.1
4490,2016,9,25,51,20.4,3.9
4491,2016,9,24,51,2.9,3.8
4492,2016,9,24,34,38.2,3.9
4493,2016,9,23,6,59.5,3.9
4494,2016,9,22,30,5.7,3.8
4495,2016,9,22,47,19.3,3.8
4496,2016,9,21,8,8.3,4.0
4497,2016,9,21,56,51.8,3.6
4498,2016,9,21,25,24.0,3.7
4499,2016,9,19,25,50.5,3.7
4500,2016,9,18,48,24.2,3.7
4501,2016,9,17,41,35.8,3.8
4502,2016,9,17,53,33.8,3.8
4503,2016,9,16,23,22.8,3.8
4504,2016,9,16,12,23.5,3.8
4505,2016,9,15,33,55.7,3.8
4506,2016,9,15,15,42.1,3.8
4507,2016,9,12,5,35.6,4.1
4508,2016,9,12,50,28.8,3.6
4509,2016,9,12,29,37.3,4.6
4510,2016,9,12,26,4.3,5.0
4511,2016,9,12,28,51.3,3.5
4512,2016,9,9,20,3.4,3.6
4513,2016,9,6,27,26.2,4.3
4514,2016,9,4,15,41.3,4.1
4515,2016,9,2,24,57.5,3.7
4516,2016,8,29,5,8.0,3.8
4517,2016,8,25,35,46.5,4.2
4518,2016,8,25,28,24.9,4.0
4519,2016,8,21,48,23.1,3.7
4520,2016,8,21,52,38.1,3.7
4521,2016,8,19,7,13.1,3.5
4522,2016,8,17,7,2.8,4.5
4523,2016,8,15,58,17.0,3.6
4524,2016,8,13,36,28.1,4.1
4525,2016,8,12,22,30.7,3.6
4526,2016,8,10,33,23.8,3.5
4527,2016,8,10,28,34.3,3.9
4528,2016,8,10,27,46.3,3.5
4529,2016,8,7,8,16.3,4.2
4530,2016,8,7,47,3.2,3.6
4531,2016,8,5,40,14.8,3.5
4532,2016,8,5,40,22.4,3.5
4533,2016,8,4,40,50.2,3.9
4534,2016,8,2,30,51.3,4.2
4535,2016,7,30,34,58.9,3.5
4536,2016,7,30,11,47.1,3.9
4537,2016,7,30,54,13.3,4.0
4538,2016,7,29,24,57.3,3.5
4539,2016,7,28,25,36.5,3.5
4540,2016,7,28,13,30.2,5.0
4541,2016,7,28,27,32.8,3.7
4542,2016,7,27,7,1.0,3.8
4543,2016,7,26,46,2.4,3.9
4544,2016,7,26,53,4.3,3.5
4545,2016,7,26,5,36.5,3.8
4546,2016,7,25,41,53.1,3.5
4547,2016,7,25,35,11.1,4.1
4548,2016,7,25,33,41.6,3.6
4549,2016,7,25,29,21.5,3.9
4550,2016,7,25,44,0.4,3.8
4551,2016,7,24,33,41.7,4.4
4552,2016,7,21,17,45.0,4.2
4553,2016,7,21,6,23.0,3.8
4554,2016,7,20,38,16.5,3.8
4555,2016,7,20,56,43.8,4.1
4556,2016,7,19,4,9.6,3.6
4557,2016,7,19,39,45.6,4.2
4558,2016,7,19,42,0.1,3.6
4559,2016,7,19,55,42.0,4.1
4560,2016,7,18,46,24.4,3.9
4561,2016,7,17,58,44.1,4.0
4562,2016,7,17,1,47.9,3.8
4563,2016,7,17,55,41.3,4.1
4564,2016,7,16,8,42.8,3.8
4565,2016,7,15,13,23.3,3.8
4566,2016,7,13,36,4.6,4.3
4567,2016,7,12,52,56.7,3.8
4568,2016,7,12,16,6.4,3.5
4569,2016,7,12,14,2.1,4.8
4570,2016,7,11,25,8.4,3.5
4571,2016,7,10,28,22.5,3.6
4572,2016,7,9,35,57.1,3.7
4573,2016,7,9,48,4.0,3.6
4574,2016,7,9,20,51.3,3.8
4575,2016,7,9,15,31.4,4.2
4576,2016,7,6,45,7.8,3.9
4577,2016,7,3,5,42.6,4.1
4578,2016,7,3,10,0.6,4.0
4579,2016,7,3,32,6.1,4.1
4580,2016,7,2,14,7.7,4.0
4581,2016,7,2,35,14.9,4.1
4582,2016,6,29,31,5.8,3.7
4583,2016,6,29,56,56.9,3.7
4584,2016,6,25,40,11.9,4.5
4585,2016,6,23,33,34.1,3.7
4586,2016,6,22,35,59.7,3.7
4587,2016,6,22,56,58.0,4.4
4588,2016,6,22,4,34.0,3.8
4589,2016,6,22,47,4.8,4.5
4590,2016,6,21,35,50.7,3.9
4591,2016,6,21,25,21.5,4.1
4592,2016,6,19,17,50.9,4.0
4593,2016,6,14,43,57.6,3.8
4594,2016,6,12,22,50.7,3.9
4595,2016,6,10,57,1.3,4.5
4596,2016,6,7,2,14.9,3.6
4597,2016,6,7,9,45.6,4.6
4598,2016,6,6,9,25.6,3.9
4599,2016,6,5,26,19.2,4.3
4600,2016,6,4,56,42.6,4.0
4601,2016,6,4,22,55.4,4.0
4602,2016,5,30,3,5.2,3.9
4603,2016,5,28,59,16.4,4.1
4604,2016,5,28,7,9.6,3.6
4605,2016,5,28,32,15.2,3.7
4606,2016,5,27,14,49.1,4.0
4607,2016,5,27,40,45.1,3.9
4608,2016,5,25,40,57.4,4.0
4609,2016,5,23,33,36.5,3.7
4610,2016,5,23,32,47.7,3.7
4611,2016,5,22,19,6.7,3.9
4612,2016,5,20,46,48.8,3.5
4613,2016,5,17,57,4.9,3.9
4614,2016,5,14,8,33.0,3.8
4615,2016,5,13,22,15.2,3.9
4616,2016,5,11,56,35.8,3.7
4617,2016,5,9,57,19.9,4.1
4618,2016,5,7,55,4.0,3.5
4619,2016,5,5,34,9.6,4.0
4620,2016,5,1,55,31.5,3.9
4621,2016,4,27,11,24.0,4.0
4622,2016,4,27,26,50.5,3.8
4623,2016,4,26,51,32.4,4.0
4624,2016,4,25,56,39.1,3.7
4625,2016,4,23,51,58.6,4.0
4626,2016,4,23,32,20.4,3.8
4627,2016,4,19,50,9.6,4.1
4628,2016,4,18,22,38.6,3.8
4629,2016,4,16,29,36.9,3.8
4630,2016,4,16,31,55.2,4.0
4631,2016,4,10,6,52.8,3.9
4632,2016,4,7,11,14.5,4.1
4633,2016,4,6,50,21.0,4.0
4634,2016,3,31,33,21.1,4.1
4635,2016,3,30,15,52.5,4.0
4636,2016,3,28,23,46.7,3.7
4637,2016,3,28,40,58.1,3.9
4638,2016,3,28,26,24.9,3.8
4639,2016,3,27,3,54.6,3.7
4640,2016,3,24,22,16.8,4.3
4641,2016,3,22,23,10.1,4.0
4642,2016,3,22,25,15.6,4.7
4643,2016,3,21,53,41.8,3.5
4644,2016,3,19,1,16.2,3.6
4645,2016,3,19,50,29.8,3.7
4646,2016,3,18,22,34.3,3.7
4647,2016,3,12,44,33.9,4.1
4648,2016,3,11,30,53.4,3.7
4649,2016,3,10,49,17.5,3.7
4650,2016,3,10,15,1.9,3.7
4651,2016,2,27,56,53.0,3.7
4652,2016,2,26,31,37.9,3.9
4653,2016,2,26,32,16.3,3.8
4654,2016,2,26,40,55.9,3.7
4655,2016,2,18,56,49.6,4.1
4656,2016,2,18,34,14.9,3.9
4657,2016,2,18,40,23.4,4.6
4658,2016,2,15,5,7.9,3.8
4659,2016,2,15,11,23.9,3.5
4660,2016,2,10,3,12.5,3.7
4661,2016,2,6,26,9.3,4.0
4662,2016,2,5,25,26.4,4.0
4663,2016,2,4,34,44.6,3.7
4664,2016,2,4,14,34.0,3.7
4665,2016,2,3,25,6.9,3.8
4666,2016,2,2,21,15.9,4.1
4667,2016,1,31,15,31.3,3.6
4668,2016,1,30,3,13.9,3.5
4669,2016,1,23,53,44.2,4.4
4670,2016,1,23,0,44.6,4.1
4671,2016,1,22,22,52.1,3.9
4672,2016,1,20,7,44.0,3.6
4673,2016,1,19,4,43.0,4.1
4674,2016,1,19,36,28.8,3.6
4675,2016,1,18,46,32.9,3.7
4676,2016,1,16,51,15.9,4.0
4677,2016,1,14,59,21.9,3.5
4678,2016,1,12,41,34.1,3.8
4679,2016,1,10,40,48.1,5.2
4680,2016,1,10,26,13.0,3.6
4681,2016,1,7,52,28.5,3.8
4682,2016,1,7,1,45.6,4.4
4683,2016,1,5,11,50.3,3.8
4684,2016,1,4,48,55.3,3.9
4685,2016,1,4,58,23.6,3.7
4686,2016,1,3,40,1.0,3.5
4687,2016,1,1,29,40.5,3.5
4688,2016,1,1,11,14.1,4.2
4689,2015,12,29,18,26.8,3.5
4690,2015,12,29,17,54.8,3.6
4691,2015,12,28,33,36.8,3.5
4692,2015,12,26,0,50.4,5.4
4693,2015,12,26,51,45.6,4.1
4694,2015,12,24,26,58.8,3.7
4695,2015,12,23,32,56.8,3.5
4696,2015,12,18,3,19.7,3.5
4697,2015,12,17,8,43.6,3.6
4698,2015,12,17,52,14.8,3.8
4699,2015,12,16,31,24.4,3.6
4700,2015,12,16,14,21.0,3.9
4701,2015,12,13,51,27.4,3.5
4702,2015,12,13,16,58.6,3.5
4703,2015,12,12,59,31.5,3.5
4704,2015,12,12,48,24.5,4.1
4705,2015,12,9,33,8.2,3.7
4706,2015,12,9,13,5.5,3.7
4707,2015,12,9,3,33.4,4.6
4708,2015,12,8,51,32.1,3.9
4709,2015,12,7,27,16.7,4.3
4710,2015,12,7,57,51.1,3.7
4711,2015,12,6,39,6.5,3.8
4712,2015,12,5,53,51.7,3.7
4713,2015,12,4,0,14.6,4.2
4714,2015,12,4,37,40.3,4.3
4715,2015,12,3,42,11.3,3.9
4716,2015,12,3,14,20.7,3.6
4717,2015,12,3,36,24.6,3.9
4718,2015,12,2,32,7.7,3.6
4719,2015,12,2,27,6.6,5.5
4720,2015,12,2,52,44.4,3.9
4721,2015,12,1,38,57.3,3.6
4722,2015,11,29,34,34.5,3.6
4723,2015,11,29,8,56.4,3.5
4724,2015,11,29,28,8.4,5.1
4725,2015,11,23,39,27.9,3.7
4726,2015,11,21,49,44.2,3.9
4727,2015,11,18,55,39.4,4.3
4728,2015,11,16,45,43.5,4.2
4729,2015,11,16,0,41.6,3.8
4730,2015,11,14,40,31.6,3.5
4731,2015,11,12,8,25.2,3.9
4732,2015,11,10,42,1.6,3.7
4733,2015,11,10,29,43.1,3.9
4734,2015,11,10,59,40.3,3.7
4735,2015,11,9,11,38.7,3.5
4736,2015,11,9,24,45.8,3.9
4737,2015,11,8,15,43.9,3.6
4738,2015,11,8,51,42.5,3.5
4739,2015,11,5,29,36.5,3.9
4740,2015,11,3,30,18.0,3.7
4741,2015,11,1,55,49.7,3.5
4742,2015,10,31,42,52.5,3.6
4743,2015,10,29,46,39.3,4.7
4744,2015,10,28,20,2.0,4.5
4745,2015,10,28,30,6.2,3.6
4746,2015,10,28,28,43.5,3.7
4747,2015,10,28,8,42.8,3.6
4748,2015,10,27,59,56.0,3.5
4749,2015,10,26,7,59.8,4.6
4750,2015,10,26,28,59.5,3.7
4751,2015,10,26,0,32.9,3.9
4752,2015,10,26,43,29.1,4.2
4753,2015,10,23,29,39.1,4.1
4754,2015,10,20,0,50.4,3.8
4755,2015,10,18,29,30.8,3.7
4756,2015,10,16,35,7.0,3.5
4757,2015,10,13,18,10.5,4.3
4758,2015,10,13,44,11.1,3.9
4759,2015,10,12,12,59.7,3.6
4760,2015,10,12,14,47.6,3.5
4761,2015,10,9,11,43.9,3.9
4762,2015,10,9,39,15.6,5.1
4763,2015,10,6,27,33.4,5.4
4764,2015,10,6,16,19.2,3.6
4765,2015,10,4,7,41.3,3.7
4766,2015,10,3,8,3.0,4.1
4767,2015,10,3,31,37.4,3.5
4768,2015,9,29,30,11.7,3.6
4769,2015,9,29,44,26.9,3.6
4770,2015,9,28,38,4.0,3.6
4771,2015,9,28,34,0.7,3.6
4772,2015,9,25,9,6.3,3.6
4773,2015,9,24,29,41.9,4.1
4774,2015,9,22,11,10.9,4.1
4775,2015,9,22,25,4.6,4.1
4776,2015,9,18,30,28.3,4.0
4777,2015,9,17,40,46.7,3.5
4778,2015,9,17,13,14.6,3.7
4779,2015,9,17,5,58.2,3.8
4780,2015,9,16,52,11.9,4.9
4781,2015,9,16,12,17.2,4.1
4782,2015,9,16,23,22.9,3.9
4783,2015,9,16,14,36.8,3.9
4784,2015,9,13,10,19.5,3.8
4785,2015,9,13,57,26.4,4.5
4786,2015,9,11,50,55.7,3.6
4787,2015,9,10,12,45.7,4.9
4788,2015,9,10,7,42.8,3.5
4789,2015,9,9,49,56.3,3.6
4790,2015,9,7,33,44.9,3.7
4791,2015,9,7,37,35.9,4.5
4792,2015,9,3,10,15.2,3.6
4793,2015,9,3,24,49.8,3.7
4794,2015,9,3,23,19.6,4.1
4795,2015,9,2,39,14.8,3.6
4796,2015,9,1,14,4.8,4.2
4797,2015,9,1,32,56.7,3.7
4798,2015,9,1,33,16.4,4.1
4799,2015,8,31,2,44.5,3.8
4800,2015,8,30,58,9.4,3.7
4801,2015,8,30,17,15.4,3.5
4802,2015,8,29,12,48.4,3.9
4803,2015,8,29,47,52.4,3.6
4804,2015,8,26,1,44.2,4.2
4805,2015,8,24,9,14.6,3.9
4806,2015,8,24,27,17.7,3.9
4807,2015,8,23,44,8.4,3.9
4808,2015,8,23,57,18.9,4.0
4809,2015,8,22,27,17.3,3.6
4810,2015,8,18,52,54.8,3.8
4811,2015,8,18,58,10.7,4.1
4812,2015,8,18,19,39.6,4.8
4813,2015,8,18,40,54.8,3.6
4814,2015,8,15,47,31.5,4.1
4815,2015,8,13,14,25.0,3.7
4816,2015,8,13,1,28.6,3.8
4817,2015,8,7,5,48.4,3.5
4818,2015,8,7,6,51.1,3.6
4819,2015,8,5,24,17.8,3.9
4820,2015,8,5,17,19.1,3.6
4821,2015,8,3,55,54.2,3.7
4822,2015,8,1,48,24.2,3.6
4823,2015,7,29,0,54.2,5.2
4824,2015,7,27,55,9.3,4.1
4825,2015,7,25,35,51.3,4.0
4826,2015,7,24,35,27.1,3.7
4827,2015,7,24,3,41.8,3.7
4828,2015,7,24,58,38.0,4.7
4829,2015,7,24,54,10.1,4.6
4830,2015,7,24,39,42.4,4.9
4831,2015,7,24,26,0.7,4.5
4832,2015,7,20,6,34.3,3.5
4833,2015,7,19,22,7.2,3.6
4834,2015,7,19,12,53.1,3.5
4835,2015,7,16,18,59.6,4.0
4836,2015,7,12,48,14.4,3.5
4837,2015,7,12,50,9.4,3.6
4838,2015,7,12,48,21.8,3.5
4839,2015,7,12,3,7.7,3.6
4840,2015,7,12,32,49.9,4.1
4841,2015,7,11,19,26.6,3.6
4842,2015,7,9,41,35.1,4.3
4843,2015,7,8,38,42.2,3.6
4844,2015,7,8,14,1.0,4.2
4845,2015,7,7,8,30.0,3.8
4846,2015,7,6,3,47.4,4.1
4847,2015,7,5,24,1.6,3.6
4848,2015,7,3,14,47.6,3.7
4849,2015,7,3,10,26.3,3.8
4850,2015,7,3,14,8.0,3.8
4851,2015,7,2,22,26.0,4.0
4852,2015,7,1,41,44.6,3.5
4853,2015,6,30,57,22.4,3.5
4854,2015,6,30,37,35.1,3.5
4855,2015,6,30,6,32.4,3.8
4856,2015,6,29,33,12.4,3.7
4857,2015,6,29,1,59.6,3.5
4858,2015,6,27,47,55.9,3.7
4859,2015,6,27,46,12.9,3.8
4860,2015,6,26,51,7.1,3.6
4861,2015,6,25,0,47.8,3.5
4862,2015,6,24,37,15.2,4.4
4863,2015,6,23,35,20.5,4.5
4864,2015,6,22,48,49.8,3.7
4865,2015,6,22,55,2.4,3.5
4866,2015,6,22,31,46.5,3.5
4867,2015,6,21,1,58.6,3.5
4868,2015,6,20,2,5.1,3.5
4869,2015,6,17,6,2.5,3.9
4870,2015,6,15,15,58.7,3.5
4871,2015,6,13,3,14.6,3.7
4872,2015,6,9,49,47.1,5.3
4873,2015,6,1,54,12.4,4.0
4874,2015,5,29,2,52.0,4.2
4875,2015,5,29,3,50.4,4.0
4876,2015,5,28,30,1.9,3.8
4877,2015,5,28,59,24.3,4.3
4878,2015,5,28,56,38.6,4.1
4879,2015,5,28,33,3.2,3.5
4880,2015,5,25,5,10.9,3.6
4881,2015,5,24,51,23.4,3.5
4882,2015,5,24,57,56.9,3.5
4883,2015,5,23,43,21.4,3.5
4884,2015,5,22,9,19.0,4.1
4885,2015,5,22,56,33.9,3.8
4886,2015,5,21,13,40.8,3.6
4887,2015,5,21,41,33.9,3.5
4888,2015,5,21,11,53.9,3.5
4889,2015,5,21,3,4.8,3.6
4890,2015,5,20,0,18.4,3.5
4891,2015,5,17,42,12.1,3.5
4892,2015,5,16,43,16.6,3.9
4893,2015,5,13,5,55.6,3.6
4894,2015,5,11,40,51.3,3.9
4895,2015,5,11,10,15.8,3.8
4896,2015,5,11,2,0.8,4.4
4897,2015,5,11,16,27.6,3.9
4898,2015,5,10,9,9.1,3.5
4899,2015,5,9,35,3.6,3.9
4900,2015,5,8,14,47.3,3.9
4901,2015,5,5,31,27.6,3.5
4902,2015,5,3,46,18.9,3.7
4903,2015,5,2,45,57.2,4.1
4904,2015,4,30,17,51.1,3.5
4905,2015,4,28,1,1.8,4.0
4906,2015,4,28,59,28.5,4.1
4907,2015,4,27,16,32.1,4.1
4908,2015,4,27,24,5.9,3.5
4909,2015,4,24,8,36.4,3.9
4910,2015,4,23,4,19.2,3.5
4911,2015,4,22,30,6.8,3.5
4912,2015,4,22,17,35.1,3.9
4913,2015,4,22,19,55.8,4.1
4914,2015,4,21,37,31.8,4.1
4915,2015,4,21,18,36.6,3.5
4916,2015,4,21,45,57.8,3.5
4917,2015,4,21,57,39.7,4.0
4918,2015,4,20,43,3.3,4.2
4919,2015,4,19,36,48.5,3.7
4920,2015,4,19,21,36.9,3.5
4921,2015,4,19,42,26.5,3.7
4922,2015,4,19,20,3.5,3.5
4923,2015,4,19,48,47.8,3.6
4924,2015,4,18,31,14.0,3.8
4925,2015,4,18,54,10.9,3.6
4926,2015,4,18,59,31.9,3.8
4927,2015,4,17,39,44.8,4.6
4928,2015,4,17,34,10.9,3.6
4929,2015,4,17,49,57.8,3.9
4930,2015,4,17,30,37.6,4.2
4931,2015,4,17,35,45.8,3.6
4932,2015,4,17,41,14.3,3.5
4933,2015,4,17,5,42.0,5.5
4934,2015,4,17,50,44.2,4.1
4935,2015,4,16,17,34.4,3.5
4936,2015,4,16,52,22.2,4.2
4937,2015,4,16,26,5.4,3.6
4938,2015,4,16,23,7.4,3.7
4939,2015,4,16,15,48.7,4.3
4940,2015,4,16,1,12.1,4.0
4941,2015,4,16,2,14.6,4.9
4942,2015,4,16,52,37.0,5.0
4943,2015,4,16,50,21.5,4.1
4944,2015,4,16,23,54.5,3.9
4945,2015,4,16,7,44.8,6.1
4946,2015,4,16,19,46.7,3.7
4947,2015,4,11,1,5.5,3.5
4948,2015,4,9,49,59.9,4.0
4949,2015,4,8,33,32.1,4.5
4950,2015,4,6,42,30.4,4.3
4951,2015,4,6,43,28.7,3.6
4952,2015,3,30,17,48.0,3.5
4953,2015,3,28,26,20.3,3.6
4954,2015,3,28,8,16.1,4.1
4955,2015,3,28,4,15.1,3.8
4956,2015,3,27,34,53.7,5.1
4957,2015,3,27,42,41.0,4.0
4958,2015,3,26,1,43.8,3.6
4959,2015,3,26,23,6.4,3.5
4960,2015,3,26,14,31.4,3.8
4961,2015,3,25,27,16.4,3.5
4962,2015,3,24,6,14.3,3.9
4963,2015,3,24,9,51.4,3.5
4964,2015,3,19,48,57.6,3.8
4965,2015,3,18,50,0.6,3.7
4966,2015,3,17,21,22.9,3.8
4967,2015,3,17,11,18.9,4.5
4968,2015,3,16,9,32.8,3.9
4969,2015,3,12,24,9.5,3.9
4970,2015,3,12,39,21.9,4.7
