No,Year,Month,Day,Minutes,Seconds,Largest Magnitude
11258,1999,12,25,28,47.9,3.5
11259,1999,12,24,55,15.1,3.8
11260,1999,12,24,52,39.8,3.8
11261,1999,12,22,50,25.5,3.7
11262,1999,12,21,12,13.4,4.1
11263,1999,12,20,35,53.2,3.6
11264,1999,12,20,46,35.9,3.6
11265,1999,12,20,57,55.0,3.5
11266,1999,12,20,41,56.1,3.6
11267,1999,12,20,27,19.9,4.0
11268,1999,12,20,2,14.6,3.8
11269,1999,12,19,37,20.0,4.0
11270,1999,12,19,8,21.8,3.8
11271,1999,12,19,17,27.1,3.7
11272,1999,12,18,9,50.4,3.6
11273,1999,12,18,17,56.4,3.6
11274,1999,12,18,0,33.9,4.3
11275,1999,12,17,12,10.7,3.5
11276,1999,12,16,32,44.3,3.5
11277,1999,12,16,38,40.1,3.5
11278,1999,12,14,38,27.9,3.6
11279,1999,12,13,13,37.5,4.7
11280,1999,12,13,45,29.3,3.5
11281,1999,12,12,18,55.8,3.9
11282,1999,12,10,59,34.0,3.6
11283,1999,12,10,3,24.7,3.6
11284,1999,12,9,38,46.8,3.8
11285,1999,12,9,57,7.9,3.7
11286,1999,12,8,29,6.8,3.7
11287,1999,12,7,36,41.0,3.5
11288,1999,12,7,46,58.6,3.6
11289,1999,12,7,9,15.4,4.0
11290,1999,12,6,30,0.8,3.9
11291,1999,12,6,41,37.7,3.6
11292,1999,12,5,14,41.8,4.4
11293,1999,12,5,3,9.4,3.5
11294,1999,12,3,33,14.3,3.6
11295,1999,12,3,6,59.0,4.5
11296,1999,12,3,6,54.7,5.5
11297,1999,12,3,40,27.9,3.6
11298,1999,12,3,20,36.5,3.7
11299,1999,11,30,3,53.6,3.5
11300,1999,11,29,34,47.1,3.5
11301,1999,11,29,30,45.2,4.0
11302,1999,11,26,42,19.7,3.6
11303,1999,11,25,9,22.0,3.7
11304,1999,11,22,16,53.8,3.5
11305,1999,11,22,35,42.2,3.6
11306,1999,11,22,34,32.5,3.7
11307,1999,11,21,27,32.3,4.2
11308,1999,11,21,52,20.2,3.8
11309,1999,11,21,46,14.6,4.0
11310,1999,11,21,53,41.2,3.7
11311,1999,11,21,33,16.1,3.6
11312,1999,11,21,31,40.4,3.8
11313,1999,11,21,49,43.4,3.6
11314,1999,11,20,44,13.2,4.2
11315,1999,11,20,37,3.8,3.8
11316,1999,11,20,1,18.6,3.6
11317,1999,11,19,59,7.9,5.0
11318,1999,11,19,1,13.1,4.3
11319,1999,11,19,27,59.7,4.3
11320,1999,11,18,19,30.4,3.6
11321,1999,11,18,8,18.4,3.5
11322,1999,11,17,31,30.2,3.5
11323,1999,11,17,22,7.4,3.5
11324,1999,11,17,32,36.2,3.5
11325,1999,11,17,15,26.2,5.0
11326,1999,11,17,36,1.4,3.9
11327,1999,11,17,15,49.9,3.9
11328,1999,11,16,54,13.5,3.5
11329,1999,11,16,29,1.5,3.5
11330,1999,11,16,51,17.0,4.9
11331,1999,11,16,26,18.0,3.8
11332,1999,11,16,9,55.4,3.5
11333,1999,11,16,49,38.6,4.0
11334,1999,11,16,25,36.6,3.6
11335,1999,11,16,29,22.8,3.6
11336,1999,11,15,44,43.2,4.0
11337,1999,11,15,26,54.7,4.1
11338,1999,11,15,7,41.0,3.6
11339,1999,11,15,22,25.9,3.6
11340,1999,11,15,58,1.2,3.5
11341,1999,11,14,55,17.2,3.6
11342,1999,11,14,39,18.1,3.5
11343,1999,11,14,3,22.7,3.5
11344,1999,11,14,53,31.3,3.9
11345,1999,11,14,55,9.4,3.5
11346,1999,11,14,11,11.0,3.9
11347,1999,11,14,13,39.2,3.7
11348,1999,11,13,40,51.1,3.5
11349,1999,11,13,43,42.5,3.9
11350,1999,11,13,16,52.6,3.6
11351,1999,11,13,0,56.0,3.5
11352,1999,11,13,49,35.8,3.7
11353,1999,11,13,13,55.3,3.5
11354,1999,11,13,14,14.5,3.5
11355,1999,11,13,55,23.9,3.6
11356,1999,11,13,10,34.4,4.3
11357,1999,11,13,59,20.7,4.2
11358,1999,11,13,36,17.8,4.0
11359,1999,11,13,33,41.2,4.1
11360,1999,11,13,14,35.6,4.2
11361,1999,11,13,2,31.3,4.0
11362,1999,11,13,21,0.0,4.0
11363,1999,11,13,10,0.0,4.2
11364,1999,11,13,57,0.0,4.2
11365,1999,11,13,27,0.0,4.0
11366,1999,11,13,59,0.0,4.2
11367,1999,11,13,52,0.0,4.7
11368,1999,11,13,57,0.0,4.0
11369,1999,11,13,2,0.0,4.3
11370,1999,11,13,54,0.0,4.7
11371,1999,11,13,15,0.0,4.3
11372,1999,11,12,11,0.0,4.0
11373,1999,11,12,49,0.0,4.2
11374,1999,11,12,38,0.0,4.1
11375,1999,11,12,21,0.0,4.8
11376,1999,11,12,38,0.0,4.4
11377,1999,11,12,25,0.0,4.0
11378,1999,11,12,54,0.0,4.5
11379,1999,11,12,5,0.0,4.5
11380,1999,11,12,16,0.0,4.7
11381,1999,11,12,7,0.0,4.5
11382,1999,11,12,0,0.0,4.2
11383,1999,11,12,24,0.0,4.7
11384,1999,11,12,14,0.0,5.0
11385,1999,11,12,5,0.0,4.7
11386,1999,11,12,57,0.0,4.8
11387,1999,11,12,54,0.0,4.7
11388,1999,11,12,52,0.0,4.8
11389,1999,11,12,47,0.0,4.8
11390,1999,11,12,30,0.0,5.2
11391,1999,11,12,27,0.0,5.2
11392,1999,11,12,23,0.0,5.1
11393,1999,11,12,18,0.0,5.4
11394,1999,11,12,17,0.0,5.2
11395,1999,11,12,57,20.8,7.2
11396,1999,11,11,55,25.4,4.4
11397,1999,11,11,41,25.6,5.7
11398,1999,11,8,10,41.0,3.5
11399,1999,11,8,14,19.8,3.8
11400,1999,11,8,59,45.3,3.5
11401,1999,11,7,6,5.5,4.3
11402,1999,11,7,54,42.0,5.0
11403,1999,11,7,57,11.4,3.7
11404,1999,11,7,15,11.4,3.5
11405,1999,11,7,6,11.4,3.5
11406,1999,11,6,22,54.9,3.7
11407,1999,11,4,36,36.8,3.6
11408,1999,11,3,19,23.7,3.5
11409,1999,11,3,27,43.3,3.6
11410,1999,11,2,5,1.8,3.5
11411,1999,11,1,56,26.5,4.0
11412,1999,11,1,2,19.0,3.6
11413,1999,11,1,38,22.4,3.6
11414,1999,10,31,56,15.1,3.5
11415,1999,10,31,21,53.2,3.8
11416,1999,10,30,44,33.2,3.7
11417,1999,10,29,3,11.3,3.9
11418,1999,10,29,10,2.7,3.9
11419,1999,10,29,12,39.6,3.6
11420,1999,10,29,3,47.1,3.5
11421,1999,10,28,12,9.2,3.8
11422,1999,10,26,3,14.1,3.6
11423,1999,10,25,7,40.2,3.5
11424,1999,10,24,51,45.8,3.6
11425,1999,10,23,59,43.9,3.5
11426,1999,10,23,0,19.5,3.5
11427,1999,10,23,33,27.7,3.5
11428,1999,10,22,26,10.7,3.7
11429,1999,10,22,20,19.3,3.5
11430,1999,10,21,33,9.2,3.7
11431,1999,10,20,8,21.1,4.4
11432,1999,10,19,19,18.6,3.5
11433,1999,10,17,11,49.1,3.8
11434,1999,10,17,51,26.1,3.5
11435,1999,10,16,0,36.0,3.5
11436,1999,10,14,20,33.6,3.6
11437,1999,10,13,18,35.0,3.9
11438,1999,10,11,47,47.1,3.9
11439,1999,10,5,14,37.1,3.6
11440,1999,10,5,10,3.2,3.6
11441,1999,10,5,4,56.4,4.2
11442,1999,10,5,53,26.9,5.2
11443,1999,10,4,19,48.1,3.6
11444,1999,10,3,48,52.0,3.9
11445,1999,10,3,55,30.8,3.8
11446,1999,10,2,18,12.8,3.9
11447,1999,9,29,46,33.2,3.7
11448,1999,9,29,13,5.7,4.8
11449,1999,9,27,56,53.2,3.5
11450,1999,9,27,58,30.1,3.5
11451,1999,9,27,2,2.5,3.5
11452,1999,9,26,13,4.9,3.9
11453,1999,9,26,38,38.7,4.1
11454,1999,9,25,10,22.1,3.6
11455,1999,9,25,17,48.1,3.5
11456,1999,9,24,59,26.9,3.8
11457,1999,9,24,8,4.7,4.5
11458,1999,9,24,44,49.7,3.8
11459,1999,9,23,54,42.7,3.6
11460,1999,9,22,1,55.8,3.6
11461,1999,9,21,9,15.8,3.5
11462,1999,9,20,44,31.8,3.7
11463,1999,9,20,28,0.0,5.0
11464,1999,9,20,36,39.0,3.5
11465,1999,9,20,44,34.0,3.6
11466,1999,9,20,7,44.2,3.7
11467,1999,9,20,1,10.7,3.6
11468,1999,9,19,26,35.2,4.2
11469,1999,9,19,11,53.2,3.5
11470,1999,9,19,50,36.5,3.5
11471,1999,9,19,0,31.6,3.7
11472,1999,9,18,48,24.4,4.3
11473,1999,9,17,49,6.2,4.5
11474,1999,9,16,51,27.4,3.6
11475,1999,9,16,36,25.4,3.5
11476,1999,9,16,58,45.5,3.5
11477,1999,9,16,25,20.7,3.7
11478,1999,9,16,39,33.8,3.5
11479,1999,9,15,33,33.2,3.5
11480,1999,9,14,55,5.2,3.7
11481,1999,9,13,55,28.7,5.8
11482,1999,9,11,26,38.4,3.5
11483,1999,9,10,57,25.1,3.5
11484,1999,9,10,39,45.9,3.6
11485,1999,9,10,8,4.1,3.5
11486,1999,9,10,26,52.1,3.6
11487,1999,9,9,21,48.8,4.1
11488,1999,9,9,58,30.7,3.6
11489,1999,9,9,12,2.7,4.5
11490,1999,9,9,0,46.7,3.9
11491,1999,9,9,32,8.0,4.6
11492,1999,9,9,2,19.4,3.8
11493,1999,9,9,42,50.2,4.1
11494,1999,9,8,38,24.0,3.5
11495,1999,9,8,35,26.0,3.6
11496,1999,9,8,10,39.9,3.5
11497,1999,9,8,20,46.1,3.7
11498,1999,9,8,51,55.8,3.5
11499,1999,9,6,44,29.4,4.0
11500,1999,9,6,37,38.6,3.7
11501,1999,9,6,53,58.4,3.6
11502,1999,9,6,59,52.7,3.8
11503,1999,9,6,33,26.1,4.0
11504,1999,9,5,52,38.1,4.2
11505,1999,9,5,1,43.0,3.5
11506,1999,9,5,32,1.1,3.6
11507,1999,9,4,47,19.4,3.8
11508,1999,9,4,55,53.9,3.6
11509,1999,9,4,27,43.6,4.0
11510,1999,9,4,46,55.9,3.5
11511,1999,9,4,30,46.4,4.2
11512,1999,9,4,1,56.4,3.6
11513,1999,9,3,0,6.7,3.6
11514,1999,9,2,25,15.4,4.0
11515,1999,9,2,18,13.3,3.5
11516,1999,9,1,57,23.2,3.7
11517,1999,9,1,23,15.6,3.8
11518,1999,8,31,28,21.1,4.1
11519,1999,8,31,33,23.6,4.6
11520,1999,8,31,10,51.5,5.2
11521,1999,8,30,24,37.1,3.5
11522,1999,8,30,51,15.7,4.1
11523,1999,8,30,52,44.0,4.0
11524,1999,8,29,24,14.9,3.5
11525,1999,8,29,16,19.6,3.6
11526,1999,8,29,34,17.1,3.6
11527,1999,8,29,12,20.5,3.5
11528,1999,8,29,23,15.9,4.0
11529,1999,8,29,14,55.3,4.8
11530,1999,8,28,16,29.5,4.5
11531,1999,8,28,5,5.4,3.5
11532,1999,8,28,20,7.6,3.5
11533,1999,8,28,12,57.2,3.7
11534,1999,8,28,27,46.3,3.6
11535,1999,8,28,23,19.2,3.6
11536,1999,8,27,39,37.0,3.8
11537,1999,8,27,39,49.2,3.5
11538,1999,8,26,39,1.0,3.5
11539,1999,8,26,49,51.8,3.6
11540,1999,8,26,17,32.9,3.6
11541,1999,8,26,49,34.4,4.1
11542,1999,8,26,35,5.4,3.7
11543,1999,8,26,57,12.0,3.6
11544,1999,8,26,35,57.2,3.8
11545,1999,8,26,37,57.5,4.0
11546,1999,8,25,46,10.8,3.8
11547,1999,8,25,18,48.9,3.7
11548,1999,8,25,21,13.7,3.8
11549,1999,8,25,43,15.8,3.5
11550,1999,8,25,42,4.0,3.5
11551,1999,8,24,58,52.6,3.7
11552,1999,8,24,33,15.1,4.7
11553,1999,8,24,30,26.7,3.7
11554,1999,8,23,55,46.3,3.8
11555,1999,8,23,35,21.7,3.5
11556,1999,8,23,46,32.0,3.7
11557,1999,8,22,40,1.2,3.5
11558,1999,8,22,30,59.4,5.0
11559,1999,8,22,18,11.4,3.9
11560,1999,8,22,12,56.4,4.3
11561,1999,8,22,9,47.5,4.0
11562,1999,8,22,25,33.8,3.7
11563,1999,8,22,23,1.9,4.0
11564,1999,8,22,47,45.2,4.3
11565,1999,8,21,34,13.1,4.0
11566,1999,8,21,8,41.4,3.7
11567,1999,8,21,21,21.5,4.1
11568,1999,8,21,41,55.8,3.9
11569,1999,8,21,1,25.7,4.1
11570,1999,8,20,20,39.1,4.1
11571,1999,8,20,12,42.5,4.3
11572,1999,8,20,8,59.7,3.8
11573,1999,8,20,59,2.2,4.4
11574,1999,8,20,22,42.4,3.5
11575,1999,8,20,0,19.1,4.4
11576,1999,8,20,48,37.6,3.8
11577,1999,8,20,34,46.7,4.6
11578,1999,8,20,28,55.7,4.6
11579,1999,8,20,55,33.2,3.5
11580,1999,8,20,3,2.4,4.3
11581,1999,8,19,49,50.8,3.5
11582,1999,8,19,34,56.1,4.3
11583,1999,8,19,48,19.5,4.3
11584,1999,8,19,17,44.9,5.0
11585,1999,8,19,24,34.4,4.0
11586,1999,8,19,15,58.4,4.5
11587,1999,8,19,4,12.3,4.8
11588,1999,8,18,17,58.0,4.1
11589,1999,8,18,17,38.9,4.0
11590,1999,8,18,15,54.7,4.2
11591,1999,8,18,50,12.0,4.0
11592,1999,8,18,34,17.3,4.4
11593,1999,8,18,27,7.9,4.0
11594,1999,8,18,59,34.1,4.0
11595,1999,8,18,30,57.2,4.0
11596,1999,8,18,4,26.6,4.3
11597,1999,8,18,45,17.1,4.3
11598,1999,8,17,12,49.2,4.4
11599,1999,8,17,14,7.8,4.5
11600,1999,8,17,30,41.2,4.3
11601,1999,8,17,52,35.4,4.0
11602,1999,8,17,35,21.9,4.0
11603,1999,8,17,14,42.8,4.0
11604,1999,8,17,9,15.0,4.0
11605,1999,8,17,17,52.0,4.1
11606,1999,8,17,32,8.2,4.4
11607,1999,8,17,58,9.9,4.5
11608,1999,8,17,2,12.0,5.0
11609,1999,8,17,54,42.1,4.3
11610,1999,8,17,14,1.3,5.5
11611,1999,8,17,1,37.6,7.4
11612,1999,8,11,39,29.8,3.7
11613,1999,8,2,47,8.1,3.5
11614,1999,7,31,27,24.7,4.0
11615,1999,7,29,2,46.8,3.7
11616,1999,7,28,3,49.4,3.6
11617,1999,7,28,21,3.1,3.5
11618,1999,7,28,59,30.7,3.6
11619,1999,7,27,19,14.0,3.5
11620,1999,7,26,14,27.9,3.6
11621,1999,7,25,54,56.6,3.5
11622,1999,7,25,14,44.1,3.7
11623,1999,7,25,14,29.7,3.6
11624,1999,7,25,56,53.1,4.5
11625,1999,7,24,45,12.6,3.6
11626,1999,7,24,31,5.0,3.5
11627,1999,7,24,55,46.7,3.6
11628,1999,7,24,35,40.5,3.5
11629,1999,7,24,11,26.8,3.5
11630,1999,7,24,5,48.2,4.3
11631,1999,7,24,42,9.8,3.5
11632,1999,7,20,22,43.3,4.2
11633,1999,7,18,51,44.8,3.6
11634,1999,7,17,37,9.4,3.8
11635,1999,7,16,6,46.5,3.8
11636,1999,7,12,21,39.1,4.0
11637,1999,7,10,18,45.5,3.5
11638,1999,7,10,45,45.5,4.0
11639,1999,7,7,42,5.3,3.7
11640,1999,7,5,57,31.4,3.5
11641,1999,7,4,10,47.8,3.8
11642,1999,7,4,6,23.1,3.5
11643,1999,7,3,27,31.2,3.5
11644,1999,7,3,39,25.8,3.9
11645,1999,7,2,33,44.7,3.7
11646,1999,7,2,20,22.8,3.7
11647,1999,7,1,52,11.8,3.8
11648,1999,6,30,58,55.0,3.7
11649,1999,6,29,37,52.4,3.5
11650,1999,6,29,54,37.5,3.9
11651,1999,6,28,16,49.6,4.0
11652,1999,6,27,21,45.3,3.6
11653,1999,6,26,59,30.2,3.7
11654,1999,6,22,59,45.6,3.5
11655,1999,6,20,1,3.8,3.9
11656,1999,6,18,46,37.2,3.8
11657,1999,6,17,24,11.4,3.7
11658,1999,6,16,50,54.6,4.1
11659,1999,6,16,12,27.7,3.5
11660,1999,6,12,36,41.6,3.5
11661,1999,6,11,56,7.9,3.6
11662,1999,6,11,44,12.1,4.0
11663,1999,6,11,37,24.3,3.5
11664,1999,6,11,25,17.2,4.8
11665,1999,6,10,25,21.4,4.5
11666,1999,6,9,29,22.2,3.7
11667,1999,6,9,28,28.7,4.0
11668,1999,6,7,5,12.2,3.7
11669,1999,6,4,30,34.1,3.8
11670,1999,5,31,23,35.5,3.6
11671,1999,5,31,35,1.4,4.2
11672,1999,5,26,43,1.9,4.2
11673,1999,5,25,1,24.1,3.5
11674,1999,5,23,0,58.2,3.5
11675,1999,5,23,5,29.4,3.5
11676,1999,5,23,1,36.5,3.6
11677,1999,5,22,56,20.0,3.5
11678,1999,5,22,14,38.1,4.1
11679,1999,5,18,29,16.4,3.6
11680,1999,5,11,8,52.1,3.5
11681,1999,5,11,55,33.4,3.5
11682,1999,5,9,21,9.8,3.5
11683,1999,5,9,47,57.5,3.7
11684,1999,5,5,25,45.9,4.0
11685,1999,5,3,57,2.6,4.1
11686,1999,5,1,38,21.9,4.0
11687,1999,5,1,16,3.8,3.5
11688,1999,4,30,59,48.5,3.7
11689,1999,4,30,50,29.6,3.6
11690,1999,4,30,47,7.4,3.5
11691,1999,4,27,37,17.2,3.6
11692,1999,4,27,29,3.4,3.7
11693,1999,4,27,5,33.6,3.6
11694,1999,4,25,49,0.0,3.5
11695,1999,4,25,28,31.7,3.5
11696,1999,4,23,19,46.4,4.6
11697,1999,4,21,20,37.6,3.5
11698,1999,4,20,14,30.5,3.5
11699,1999,4,19,16,49.2,4.4
11700,1999,4,16,12,56.2,3.6
11701,1999,4,16,57,6.1,3.5
11702,1999,4,16,52,44.7,3.9
11703,1999,4,13,47,2.2,4.7
11704,1999,4,11,35,9.3,4.0
11705,1999,4,9,31,45.5,3.5
11706,1999,4,8,9,13.4,3.5
11707,1999,4,8,12,55.0,3.5
11708,1999,4,6,57,18.5,3.5
11709,1999,4,6,8,22.1,5.1
11710,1999,4,5,45,52.4,3.8
11711,1999,4,5,14,34.6,3.7
11712,1999,4,5,57,35.8,4.0
11713,1999,4,4,31,35.3,3.7
11714,1999,4,4,40,35.7,3.6
11715,1999,4,2,30,39.6,3.8
11716,1999,4,1,57,50.7,3.5
11717,1999,4,1,55,9.6,3.5
11718,1999,3,29,5,5.0,4.1
11719,1999,3,28,53,55.8,4.0
11720,1999,3,27,10,8.9,3.9
11721,1999,3,27,42,29.5,3.6
11722,1999,3,26,18,55.5,3.7
11723,1999,3,25,37,8.5,3.6
11724,1999,3,22,44,50.5,3.7
11725,1999,3,19,11,27.6,3.5
11726,1999,3,18,26,31.4,3.9
11727,1999,3,17,19,1.6,3.6
11728,1999,3,17,27,45.3,4.1
11729,1999,3,17,46,7.5,3.7
11730,1999,3,15,27,25.0,4.0
11731,1999,3,13,17,37.5,4.1
11732,1999,3,12,54,25.6,3.5
11733,1999,3,9,12,58.0,3.8
11734,1999,3,9,32,36.8,3.6
11735,1999,3,8,6,48.7,3.5
11736,1999,3,8,20,45.7,3.5
11737,1999,3,8,47,47.0,3.6
11738,1999,3,5,58,23.6,3.5
11739,1999,3,3,28,49.0,4.2
11740,1999,3,2,38,10.4,3.5
11741,1999,3,1,56,33.2,3.9
11742,1999,3,1,53,51.7,4.3
11743,1999,3,1,46,36.4,4.3
11744,1999,2,28,51,56.6,3.7
11745,1999,2,27,58,10.5,3.7
11746,1999,2,27,10,20.8,4.2
11747,1999,2,26,56,49.9,3.6
11748,1999,2,26,35,26.3,3.6
11749,1999,2,25,30,43.9,3.6
11750,1999,2,24,40,37.0,3.6
11751,1999,2,23,40,35.7,3.5
11752,1999,2,21,47,59.1,3.9
11753,1999,2,21,18,32.0,3.7
11754,1999,2,17,25,8.6,3.6
11755,1999,2,15,27,22.8,3.5
11756,1999,2,14,59,14.2,4.0
11757,1999,2,14,16,47.0,3.6
11758,1999,2,14,57,56.8,3.5
11759,1999,2,13,29,12.2,3.6
11760,1999,2,12,43,18.1,3.9
11761,1999,2,10,47,57.3,3.7
11762,1999,2,6,21,50.5,3.5
11763,1999,2,6,36,15.9,3.7
11764,1999,2,5,1,48.3,3.6
11765,1999,2,2,0,27.7,3.5
11766,1999,1,29,47,28.9,3.8
11767,1999,1,28,59,26.0,3.7
11768,1999,1,25,35,6.0,3.5
11769,1999,1,23,42,10.7,3.7
11770,1999,1,22,25,34.1,4.3
11771,1999,1,21,18,3.3,3.5
11772,1999,1,21,13,50.8,3.9
11773,1999,1,15,47,45.1,3.7
11774,1999,1,15,4,30.4,4.5
11775,1999,1,14,26,31.9,3.5
11776,1999,1,14,1,35.7,4.1
11777,1999,1,13,27,11.2,3.5
11778,1999,1,12,27,39.6,3.5
11779,1999,1,11,58,55.2,3.5
11780,1999,1,10,17,18.5,3.5
11781,1999,1,10,34,32.5,3.8
11782,1999,1,8,49,16.5,3.6
11783,1999,1,6,41,4.0,3.5
11784,1999,1,3,27,21.9,4.1
11785,1999,1,2,57,18.7,4.1
11786,1999,1,1,21,33.2,3.5
11787,1998,12,31,44,2.2,3.6
11788,1998,12,31,2,33.0,3.7
11789,1998,12,28,25,32.8,3.6
11790,1998,12,25,11,31.8,3.6
11791,1998,12,23,21,1.8,4.1
11792,1998,12,20,48,42.5,4.2
11793,1998,12,20,21,12.8,4.5
11794,1998,12,19,10,0.9,3.9
11795,1998,12,19,15,18.5,4.7
11796,1998,12,18,49,52.1,3.7
11797,1998,12,17,9,31.8,3.6
11798,1998,12,17,26,32.3,3.8
11799,1998,12,15,55,35.4,3.7
11800,1998,12,15,15,6.5,4.1
11801,1998,12,15,50,16.4,3.8
11802,1998,12,14,5,51.2,3.6
11803,1998,12,14,6,8.7,4.6
11804,1998,12,14,44,27.8,4.3
11805,1998,12,13,14,40.3,4.0
11806,1998,12,11,38,42.6,3.6
11807,1998,12,9,52,9.0,3.5
11808,1998,12,8,36,32.0,3.9
11809,1998,12,6,41,10.1,3.8
11810,1998,12,4,39,59.5,3.5
11811,1998,12,4,9,21.2,3.6
11812,1998,12,4,47,3.5,4.1
11813,1998,12,4,59,27.0,4.3
11814,1998,12,2,0,50.3,3.7
11815,1998,12,2,13,2.0,3.5
11816,1998,12,1,45,12.6,3.5
11817,1998,11,30,44,37.8,4.0
11818,1998,11,29,51,18.3,3.5
11819,1998,11,22,18,37.4,3.6
11820,1998,11,22,58,4.8,3.6
11821,1998,11,21,20,29.3,3.5
11822,1998,11,19,26,47.1,3.6
11823,1998,11,18,2,36.2,3.5
11824,1998,11,18,58,38.3,3.9
11825,1998,11,18,17,10.3,3.5
11826,1998,11,18,39,50.0,3.7
11827,1998,11,18,32,24.4,3.8
11828,1998,11,11,33,54.6,3.5
11829,1998,11,11,8,30.9,3.5
11830,1998,11,10,54,53.8,4.1
11831,1998,11,10,59,26.0,4.0
11832,1998,11,10,42,30.7,4.6
11833,1998,11,10,39,31.5,4.3
11834,1998,11,10,20,19.0,3.6
11835,1998,11,9,42,35.1,3.6
11836,1998,11,9,53,4.8,3.7
11837,1998,11,7,38,57.1,3.8
11838,1998,11,6,32,20.1,4.0
11839,1998,11,6,14,54.6,3.9
11840,1998,11,5,52,3.1,3.6
11841,1998,11,5,46,45.5,3.9
11842,1998,11,4,43,7.4,4.1
11843,1998,11,3,6,50.9,3.6
11844,1998,11,2,44,23.5,3.7
11845,1998,11,1,16,2.4,3.5
11846,1998,10,30,15,54.4,3.5
11847,1998,10,29,8,11.5,3.5
11848,1998,10,29,57,7.4,3.9
11849,1998,10,26,42,54.0,3.5
11850,1998,10,25,6,31.2,3.5
11851,1998,10,25,11,59.4,3.6
11852,1998,10,24,27,48.3,3.6
11853,1998,10,23,39,6.1,3.8
11854,1998,10,23,4,19.8,3.8
11855,1998,10,22,47,20.8,3.9
11856,1998,10,20,44,16.9,3.7
11857,1998,10,18,37,44.1,4.1
11858,1998,10,15,49,40.6,3.7
11859,1998,10,15,26,54.8,3.6
11860,1998,10,14,19,6.7,3.6
11861,1998,10,12,56,23.0,3.8
11862,1998,10,11,4,48.6,3.5
11863,1998,10,11,22,19.8,3.9
11864,1998,10,10,36,23.1,3.7
11865,1998,10,10,29,44.9,3.7
11866,1998,10,8,48,9.1,4.4
11867,1998,10,5,55,55.8,3.7
11868,1998,10,5,26,44.7,3.5
11869,1998,10,3,51,16.0,3.7
11870,1998,10,3,54,11.6,3.9
11871,1998,10,1,2,38.2,4.0
11872,1998,9,30,21,52.8,3.5
11873,1998,9,29,7,52.5,3.5
11874,1998,9,28,53,4.0,3.8
11875,1998,9,28,13,26.5,3.8
11876,1998,9,26,11,48.2,3.8
11877,1998,9,26,12,49.0,3.7
11878,1998,9,25,20,9.0,3.9
11879,1998,9,25,59,40.0,3.8
11880,1998,9,22,58,45.0,4.1
11881,1998,9,20,56,32.0,4.1
11882,1998,9,20,54,37.4,3.5
11883,1998,9,15,43,43.2,3.5
11884,1998,9,15,4,29.3,3.6
11885,1998,9,8,34,34.2,3.6
11886,1998,9,7,43,5.8,3.8
11887,1998,9,7,49,39.8,3.6
11888,1998,9,2,38,24.6,3.6
11889,1998,8,31,48,20.9,3.9
11890,1998,8,29,59,33.2,3.8
11891,1998,8,24,6,31.3,3.6
11892,1998,8,24,0,37.4,4.1
11893,1998,8,20,13,13.7,3.6
11894,1998,8,18,57,22.5,4.0
11895,1998,8,15,5,17.5,3.6
11896,1998,8,12,33,28.2,3.6
11897,1998,8,7,38,4.9,3.6
11898,1998,8,7,36,12.7,4.4
11899,1998,8,4,31,49.3,4.0
11900,1998,8,3,17,57.4,3.6
11901,1998,7,28,30,27.6,3.5
11902,1998,7,27,46,17.5,3.6
11903,1998,7,25,25,5.3,3.6
11904,1998,7,22,41,21.2,3.6
11905,1998,7,22,53,3.6,3.6
11906,1998,7,20,14,55.2,3.7
11907,1998,7,19,27,4.2,3.6
11908,1998,7,18,2,45.9,3.8
11909,1998,7,17,15,13.6,4.0
11910,1998,7,17,43,33.7,3.7
11911,1998,7,15,32,30.8,4.0
11912,1998,7,14,17,12.8,3.5
11913,1998,7,13,44,8.8,3.8
11914,1998,7,13,27,59.6,3.8
11915,1998,7,10,36,28.0,3.8
11916,1998,7,9,36,47.8,5.3
11917,1998,7,5,32,15.4,3.9
11918,1998,7,4,24,22.8,4.5
11919,1998,7,4,15,47.2,5.1
11920,1998,7,3,0,35.4,3.5
11921,1998,7,3,37,56.1,3.7
11922,1998,7,1,25,1.2,3.7
11923,1998,7,1,12,12.3,3.6
11924,1998,6,30,1,3.6,3.7
11925,1998,6,29,3,34.0,3.9
11926,1998,6,28,20,34.4,4.1
11927,1998,6,28,24,52.7,3.9
11928,1998,6,28,29,54.0,3.5
11929,1998,6,28,59,24.8,4.9
11930,1998,6,27,49,46.4,4.2
11931,1998,6,27,50,16.3,4.1
11932,1998,6,27,3,7.3,3.7
11933,1998,6,27,22,49.7,3.5
11934,1998,6,27,54,39.0,4.0
11935,1998,6,27,12,18.4,3.5
11936,1998,6,27,15,37.8,4.1
11937,1998,6,27,14,27.1,3.5
11938,1998,6,27,7,37.2,4.2
11939,1998,6,27,55,51.8,6.3
11940,1998,6,26,24,6.2,3.5
11941,1998,6,23,2,36.3,3.9
11942,1998,6,13,59,23.7,3.6
11943,1998,6,12,19,41.5,3.9
11944,1998,6,11,26,32.6,3.6
11945,1998,6,7,12,6.2,3.7
11946,1998,6,7,35,49.4,3.6
11947,1998,6,6,59,26.5,3.6
11948,1998,6,5,31,46.6,3.5
11949,1998,6,2,28,13.2,3.6
11950,1998,5,31,5,44.2,3.7
11951,1998,5,29,10,2.0,3.9
11952,1998,5,21,36,57.1,3.5
11953,1998,5,19,35,10.9,4.0
11954,1998,5,16,47,19.0,3.5
11955,1998,5,15,19,12.3,3.5
